totalFare,trainNumber,timeStamp,fromStnCode,toStnCode,distance,duration
1810,2563,2023-10-30 04:34:11.270596,BJU,NDLS,1182,1290.0
690,2563,2023-10-30 04:34:11.270596,BJU,NDLS,1182,1290.0
1740,2563,2023-10-30 04:34:11.270596,MFP,NDLS,1079,1180.0
655,2563,2023-10-30 04:34:11.270596,MFP,NDLS,1079,1180.0
1640,2563,2023-10-30 04:34:11.270596,CPR,NDLS,966,1018.0
610,2563,2023-10-30 04:34:11.270596,CPR,NDLS,966,1018.0
1440,2563,2023-10-30 04:34:11.270596,GKP,NDLS,786,845.0
530,2563,2023-10-30 04:34:11.270596,GKP,NDLS,786,845.0
1110,2563,2023-10-30 04:34:11.270596,ASH,NDLS,513,535.0
405,2563,2023-10-30 04:34:11.270596,ASH,NDLS,513,535.0
1050,2563,2023-10-30 04:34:11.270596,CNB,NDLS,440,430.0
385,2563,2023-10-30 04:34:11.270596,CNB,NDLS,440,430.0
1050,2564,2023-10-30 04:34:43.360499,NDLS,CNB,440,355.0
385,2564,2023-10-30 04:34:43.360499,NDLS,CNB,440,355.0
1110,2564,2023-10-30 04:34:43.360499,NDLS,ASH,512,450.0
405,2564,2023-10-30 04:34:43.360499,NDLS,ASH,512,450.0
1440,2564,2023-10-30 04:34:43.360499,NDLS,GKP,785,760.0
530,2564,2023-10-30 04:34:43.360499,NDLS,GKP,785,760.0
1640,2564,2023-10-30 04:34:43.360499,NDLS,CPR,965,975.0
610,2564,2023-10-30 04:34:43.360499,NDLS,CPR,965,975.0
1740,2564,2023-10-30 04:34:43.360499,NDLS,MFP,1078,1130.0
655,2564,2023-10-30 04:34:43.360499,NDLS,MFP,1078,1130.0
1810,2564,2023-10-30 04:34:43.360499,NDLS,BJU,1181,1275.0
690,2564,2023-10-30 04:34:43.360499,NDLS,BJU,1181,1275.0
1840,2569,2023-10-30 04:35:14.126081,DBG,NDLS,1167,1290.0
715,2569,2023-10-30 04:35:14.126081,DBG,NDLS,1167,1290.0
1820,2569,2023-10-30 04:35:14.126081,SPJ,NDLS,1129,1210.0
705,2569,2023-10-30 04:35:14.126081,SPJ,NDLS,1129,1210.0
1785,2569,2023-10-30 04:35:14.126081,MFP,NDLS,1077,1135.0
685,2569,2023-10-30 04:35:14.126081,MFP,NDLS,1077,1135.0
1690,2569,2023-10-30 04:35:14.126081,CPR,NDLS,964,993.0
640,2569,2023-10-30 04:35:14.126081,CPR,NDLS,964,993.0
1485,2569,2023-10-30 04:35:14.126081,GKP,NDLS,784,820.0
560,2569,2023-10-30 04:35:14.126081,GKP,NDLS,784,820.0
1155,2569,2023-10-30 04:35:14.126081,ASH,NDLS,512,485.0
435,2569,2023-10-30 04:35:14.126081,ASH,NDLS,512,485.0
1100,2569,2023-10-30 04:35:14.126081,CNB,NDLS,439,385.0
415,2569,2023-10-30 04:35:14.126081,CNB,NDLS,439,385.0
1100,2570,2023-10-30 04:35:59.025697,NDLS,CNB,440,360.0
415,2570,2023-10-30 04:35:59.025697,NDLS,CNB,440,360.0
1155,2570,2023-10-30 04:35:59.025697,NDLS,ASH,512,445.0
435,2570,2023-10-30 04:35:59.025697,NDLS,ASH,512,445.0
1485,2570,2023-10-30 04:35:59.025697,NDLS,GKP,785,750.0
560,2570,2023-10-30 04:35:59.025697,NDLS,GKP,785,750.0
1690,2570,2023-10-30 04:35:59.025697,NDLS,CPR,965,975.0
640,2570,2023-10-30 04:35:59.025697,NDLS,CPR,965,975.0
1785,2570,2023-10-30 04:35:59.025697,NDLS,MFP,1078,1115.0
685,2570,2023-10-30 04:35:59.025697,NDLS,MFP,1078,1115.0
1820,2570,2023-10-30 04:35:59.025697,NDLS,SPJ,1130,1190.0
705,2570,2023-10-30 04:35:59.025697,NDLS,SPJ,1130,1190.0
1840,2570,2023-10-30 04:35:59.025697,NDLS,DBG,1167,1305.0
715,2570,2023-10-30 04:35:59.025697,NDLS,DBG,1167,1305.0
2445,11057,2023-10-30 02:14:57.800607,CSMT,NZM,1543,1664.0
1690,11057,2023-10-30 02:14:57.800607,CSMT,NZM,1543,1664.0
635,11057,2023-10-30 02:14:57.800607,CSMT,NZM,1543,1664.0
2470,11057,2023-10-30 02:14:57.800607,CSMT,NDLS,1551,1690.0
1705,11057,2023-10-30 02:14:57.800607,CSMT,NDLS,1551,1690.0
640,11057,2023-10-30 02:14:57.800607,CSMT,NDLS,1551,1690.0
2445,11057,2023-10-30 02:14:57.800607,DR,NZM,1534,1657.0
1690,11057,2023-10-30 02:14:57.800607,DR,NZM,1534,1657.0
635,11057,2023-10-30 02:14:57.800607,DR,NZM,1534,1657.0
2445,11057,2023-10-30 02:14:57.800607,DR,NDLS,1542,1683.0
1690,11057,2023-10-30 02:14:57.800607,DR,NDLS,1542,1683.0
635,11057,2023-10-30 02:14:57.800607,DR,NDLS,1542,1683.0
2415,11057,2023-10-30 02:14:57.800607,TNA,NZM,1509,1632.0
1670,11057,2023-10-30 02:14:57.800607,TNA,NZM,1509,1632.0
625,11057,2023-10-30 02:14:57.800607,TNA,NZM,1509,1632.0
2415,11057,2023-10-30 02:14:57.800607,TNA,NDLS,1517,1658.0
1670,11057,2023-10-30 02:14:57.800607,TNA,NDLS,1517,1658.0
625,11057,2023-10-30 02:14:57.800607,TNA,NDLS,1517,1658.0
2390,11057,2023-10-30 02:14:57.800607,KYN,NZM,1489,1602.0
1655,11057,2023-10-30 02:14:57.800607,KYN,NZM,1489,1602.0
620,11057,2023-10-30 02:14:57.800607,KYN,NZM,1489,1602.0
2390,11057,2023-10-30 02:14:57.800607,KYN,NDLS,1497,1628.0
1655,11057,2023-10-30 02:14:57.800607,KYN,NDLS,1497,1628.0
620,11057,2023-10-30 02:14:57.800607,KYN,NDLS,1497,1628.0
2315,11057,2023-10-30 02:14:57.800607,KSRA,NZM,1422,1546.0
1600,11057,2023-10-30 02:14:57.800607,KSRA,NZM,1422,1546.0
600,11057,2023-10-30 02:14:57.800607,KSRA,NZM,1422,1546.0
2340,11057,2023-10-30 02:14:57.800607,KSRA,NDLS,1430,1572.0
1620,11057,2023-10-30 02:14:57.800607,KSRA,NDLS,1430,1572.0
605,11057,2023-10-30 02:14:57.800607,KSRA,NDLS,1430,1572.0
2260,11057,2023-10-30 02:14:57.800607,DVL,NZM,1361,1460.0
1565,11057,2023-10-30 02:14:57.800607,DVL,NZM,1361,1460.0
585,11057,2023-10-30 02:14:57.800607,DVL,NZM,1361,1460.0
2260,11057,2023-10-30 02:14:57.800607,DVL,NDLS,1369,1486.0
1565,11057,2023-10-30 02:14:57.800607,DVL,NDLS,1369,1486.0
585,11057,2023-10-30 02:14:57.800607,DVL,NDLS,1369,1486.0
2260,11057,2023-10-30 02:14:57.800607,NK,NZM,1355,1449.0
1565,11057,2023-10-30 02:14:57.800607,NK,NZM,1355,1449.0
585,11057,2023-10-30 02:14:57.800607,NK,NZM,1355,1449.0
2260,11057,2023-10-30 02:14:57.800607,NK,NDLS,1363,1475.0
1565,11057,2023-10-30 02:14:57.800607,NK,NDLS,1363,1475.0
585,11057,2023-10-30 02:14:57.800607,NK,NDLS,1363,1475.0
2180,11057,2023-10-30 02:14:57.800607,MMR,NZM,1282,1387.0
1510,11057,2023-10-30 02:14:57.800607,MMR,NZM,1282,1387.0
565,11057,2023-10-30 02:14:57.800607,MMR,NZM,1282,1387.0
2180,11057,2023-10-30 02:14:57.800607,MMR,NDLS,1290,1413.0
1510,11057,2023-10-30 02:14:57.800607,MMR,NDLS,1290,1413.0
565,11057,2023-10-30 02:14:57.800607,MMR,NDLS,1290,1413.0
2100,11057,2023-10-30 02:14:57.800607,CSN,NZM,1215,1331.0
1460,11057,2023-10-30 02:14:57.800607,CSN,NZM,1215,1331.0
545,11057,2023-10-30 02:14:57.800607,CSN,NZM,1215,1331.0
2100,11057,2023-10-30 02:14:57.800607,CSN,NDLS,1223,1357.0
1460,11057,2023-10-30 02:14:57.800607,CSN,NDLS,1223,1357.0
545,11057,2023-10-30 02:14:57.800607,CSN,NDLS,1223,1357.0
2050,11057,2023-10-30 02:14:57.800607,PC,NZM,1170,1301.0
1425,11057,2023-10-30 02:14:57.800607,PC,NZM,1170,1301.0
530,11057,2023-10-30 02:14:57.800607,PC,NZM,1170,1301.0
2075,11057,2023-10-30 02:14:57.800607,PC,NDLS,1178,1327.0
1440,11057,2023-10-30 02:14:57.800607,PC,NDLS,1178,1327.0
535,11057,2023-10-30 02:14:57.800607,PC,NDLS,1178,1327.0
1995,11057,2023-10-30 02:14:57.800607,JL,NZM,1123,1256.0
1385,11057,2023-10-30 02:14:57.800607,JL,NZM,1123,1256.0
520,11057,2023-10-30 02:14:57.800607,JL,NZM,1123,1256.0
2025,11057,2023-10-30 02:14:57.800607,JL,NDLS,1131,1282.0
1405,11057,2023-10-30 02:14:57.800607,JL,NDLS,1131,1282.0
525,11057,2023-10-30 02:14:57.800607,JL,NDLS,1131,1282.0
1970,11057,2023-10-30 02:14:57.800607,BSL,NZM,1098,1224.0
1370,11057,2023-10-30 02:14:57.800607,BSL,NZM,1098,1224.0
510,11057,2023-10-30 02:14:57.800607,BSL,NZM,1098,1224.0
1995,11057,2023-10-30 02:14:57.800607,BSL,NDLS,1106,1250.0
1385,11057,2023-10-30 02:14:57.800607,BSL,NDLS,1106,1250.0
520,11057,2023-10-30 02:14:57.800607,BSL,NDLS,1106,1250.0
1970,11057,2023-10-30 02:14:57.800607,SAV,NZM,1083,1200.0
1370,11057,2023-10-30 02:14:57.800607,SAV,NZM,1083,1200.0
510,11057,2023-10-30 02:14:57.800607,SAV,NZM,1083,1200.0
1970,11057,2023-10-30 02:14:57.800607,SAV,NDLS,1091,1226.0
1370,11057,2023-10-30 02:14:57.800607,SAV,NDLS,1091,1226.0
510,11057,2023-10-30 02:14:57.800607,SAV,NDLS,1091,1226.0
1945,11057,2023-10-30 02:14:57.800607,RV,NZM,1064,1185.0
1355,11057,2023-10-30 02:14:57.800607,RV,NZM,1064,1185.0
505,11057,2023-10-30 02:14:57.800607,RV,NZM,1064,1185.0
1945,11057,2023-10-30 02:14:57.800607,RV,NDLS,1072,1211.0
1355,11057,2023-10-30 02:14:57.800607,RV,NDLS,1072,1211.0
505,11057,2023-10-30 02:14:57.800607,RV,NDLS,1072,1211.0
1915,11057,2023-10-30 02:14:57.800607,BAU,NZM,1044,1166.0
1335,11057,2023-10-30 02:14:57.800607,BAU,NZM,1044,1166.0
495,11057,2023-10-30 02:14:57.800607,BAU,NZM,1044,1166.0
1945,11057,2023-10-30 02:14:57.800607,BAU,NDLS,1052,1192.0
1355,11057,2023-10-30 02:14:57.800607,BAU,NDLS,1052,1192.0
505,11057,2023-10-30 02:14:57.800607,BAU,NDLS,1052,1192.0
1890,11057,2023-10-30 02:14:57.800607,NPNR,NZM,1017,1141.0
1320,11057,2023-10-30 02:14:57.800607,NPNR,NZM,1017,1141.0
490,11057,2023-10-30 02:14:57.800607,NPNR,NZM,1017,1141.0
1915,11057,2023-10-30 02:14:57.800607,NPNR,NDLS,1025,1167.0
1335,11057,2023-10-30 02:14:57.800607,NPNR,NDLS,1025,1167.0
495,11057,2023-10-30 02:14:57.800607,NPNR,NDLS,1025,1167.0
1840,11057,2023-10-30 02:14:57.800607,KNW,NZM,975,1074.0
1280,11057,2023-10-30 02:14:57.800607,KNW,NZM,975,1074.0
475,11057,2023-10-30 02:14:57.800607,KNW,NZM,975,1074.0
1855,11057,2023-10-30 02:14:57.800607,KNW,NDLS,983,1100.0
1295,11057,2023-10-30 02:14:57.800607,KNW,NDLS,983,1100.0
480,11057,2023-10-30 02:14:57.800607,KNW,NDLS,983,1100.0
1815,11057,2023-10-30 02:14:57.800607,TLV,NZM,959,1053.0
1265,11057,2023-10-30 02:14:57.800607,TLV,NZM,959,1053.0
470,11057,2023-10-30 02:14:57.800607,TLV,NZM,959,1053.0
1825,11057,2023-10-30 02:14:57.800607,TLV,NDLS,967,1079.0
1275,11057,2023-10-30 02:14:57.800607,TLV,NDLS,967,1079.0
475,11057,2023-10-30 02:14:57.800607,TLV,NDLS,967,1079.0
1790,11057,2023-10-30 02:14:57.800607,CAER,NZM,930,1025.0
1250,11057,2023-10-30 02:14:57.800607,CAER,NZM,930,1025.0
460,11057,2023-10-30 02:14:57.800607,CAER,NZM,930,1025.0
1790,11057,2023-10-30 02:14:57.800607,CAER,NDLS,938,1051.0
1250,11057,2023-10-30 02:14:57.800607,CAER,NDLS,938,1051.0
460,11057,2023-10-30 02:14:57.800607,CAER,NDLS,938,1051.0
1740,11057,2023-10-30 02:14:57.800607,KKN,NZM,899,990.0
1215,11057,2023-10-30 02:14:57.800607,KKN,NZM,899,990.0
450,11057,2023-10-30 02:14:57.800607,KKN,NZM,899,990.0
1750,11057,2023-10-30 02:14:57.800607,KKN,NDLS,907,1016.0
1220,11057,2023-10-30 02:14:57.800607,KKN,NDLS,907,1016.0
450,11057,2023-10-30 02:14:57.800607,KKN,NDLS,907,1016.0
1700,11057,2023-10-30 02:14:57.800607,HD,NZM,867,961.0
1185,11057,2023-10-30 02:14:57.800607,HD,NZM,867,961.0
440,11057,2023-10-30 02:14:57.800607,HD,NZM,867,961.0
1710,11057,2023-10-30 02:14:57.800607,HD,NDLS,875,987.0
1195,11057,2023-10-30 02:14:57.800607,HD,NDLS,875,987.0
445,11057,2023-10-30 02:14:57.800607,HD,NDLS,875,987.0
1685,11057,2023-10-30 02:14:57.800607,TBN,NZM,853,947.0
1180,11057,2023-10-30 02:14:57.800607,TBN,NZM,853,947.0
435,11057,2023-10-30 02:14:57.800607,TBN,NZM,853,947.0
1700,11057,2023-10-30 02:14:57.800607,TBN,NDLS,861,973.0
1185,11057,2023-10-30 02:14:57.800607,TBN,NDLS,861,973.0
440,11057,2023-10-30 02:14:57.800607,TBN,NDLS,861,973.0
1650,11057,2023-10-30 02:14:57.800607,BPF,NZM,825,923.0
1155,11057,2023-10-30 02:14:57.800607,BPF,NZM,825,923.0
425,11057,2023-10-30 02:14:57.800607,BPF,NZM,825,923.0
1665,11057,2023-10-30 02:14:57.800607,BPF,NDLS,833,949.0
1160,11057,2023-10-30 02:14:57.800607,BPF,NDLS,833,949.0
430,11057,2023-10-30 02:14:57.800607,BPF,NDLS,833,949.0
1610,11057,2023-10-30 02:14:57.800607,ET,NZM,791,874.0
1125,11057,2023-10-30 02:14:57.800607,ET,NZM,791,874.0
415,11057,2023-10-30 02:14:57.800607,ET,NZM,791,874.0
1610,11057,2023-10-30 02:14:57.800607,ET,NDLS,799,900.0
1125,11057,2023-10-30 02:14:57.800607,ET,NDLS,799,900.0
415,11057,2023-10-30 02:14:57.800607,ET,NDLS,799,900.0
1585,11057,2023-10-30 02:14:57.800607,NDPM,NZM,774,846.0
1110,11057,2023-10-30 02:14:57.800607,NDPM,NZM,774,846.0
410,11057,2023-10-30 02:14:57.800607,NDPM,NZM,774,846.0
1600,11057,2023-10-30 02:14:57.800607,NDPM,NDLS,782,872.0
1120,11057,2023-10-30 02:14:57.800607,NDPM,NDLS,782,872.0
415,11057,2023-10-30 02:14:57.800607,NDPM,NDLS,782,872.0
1575,11057,2023-10-30 02:14:57.800607,BNI,NZM,767,832.0
1100,11057,2023-10-30 02:14:57.800607,BNI,NZM,767,832.0
405,11057,2023-10-30 02:14:57.800607,BNI,NZM,767,832.0
1585,11057,2023-10-30 02:14:57.800607,BNI,NDLS,775,858.0
1110,11057,2023-10-30 02:14:57.800607,BNI,NDLS,775,858.0
410,11057,2023-10-30 02:14:57.800607,BNI,NDLS,775,858.0
1515,11057,2023-10-30 02:14:57.800607,ODG,NZM,729,783.0
1060,11057,2023-10-30 02:14:57.800607,ODG,NZM,729,783.0
395,11057,2023-10-30 02:14:57.800607,ODG,NZM,729,783.0
1530,11057,2023-10-30 02:14:57.800607,ODG,NDLS,737,809.0
1075,11057,2023-10-30 02:14:57.800607,ODG,NDLS,737,809.0
395,11057,2023-10-30 02:14:57.800607,ODG,NDLS,737,809.0
1505,11057,2023-10-30 02:14:57.800607,MDDP,NZM,715,769.0
1050,11057,2023-10-30 02:14:57.800607,MDDP,NZM,715,769.0
390,11057,2023-10-30 02:14:57.800607,MDDP,NZM,715,769.0
1515,11057,2023-10-30 02:14:57.800607,MDDP,NDLS,723,795.0
1060,11057,2023-10-30 02:14:57.800607,MDDP,NDLS,723,795.0
395,11057,2023-10-30 02:14:57.800607,MDDP,NDLS,723,795.0
1470,11057,2023-10-30 02:14:57.800607,RKMP,NZM,699,731.0
1030,11057,2023-10-30 02:14:57.800607,RKMP,NZM,699,731.0
380,11057,2023-10-30 02:14:57.800607,RKMP,NZM,699,731.0
1485,11057,2023-10-30 02:14:57.800607,RKMP,NDLS,707,757.0
1040,11057,2023-10-30 02:14:57.800607,RKMP,NDLS,707,757.0
385,11057,2023-10-30 02:14:57.800607,RKMP,NDLS,707,757.0
1470,11057,2023-10-30 02:14:57.800607,BPL,NZM,693,704.0
1030,11057,2023-10-30 02:14:57.800607,BPL,NZM,693,704.0
380,11057,2023-10-30 02:14:57.800607,BPL,NZM,693,704.0
1485,11057,2023-10-30 02:14:57.800607,BPL,NDLS,701,730.0
1040,11057,2023-10-30 02:14:57.800607,BPL,NDLS,701,730.0
385,11057,2023-10-30 02:14:57.800607,BPL,NDLS,701,730.0
1395,11057,2023-10-30 02:14:57.800607,BHS,NZM,640,661.0
980,11057,2023-10-30 02:14:57.800607,BHS,NZM,640,661.0
360,11057,2023-10-30 02:14:57.800607,BHS,NZM,640,661.0
1395,11057,2023-10-30 02:14:57.800607,BHS,NDLS,648,687.0
980,11057,2023-10-30 02:14:57.800607,BHS,NDLS,648,687.0
360,11057,2023-10-30 02:14:57.800607,BHS,NDLS,648,687.0
1355,11057,2023-10-30 02:14:57.800607,GLG,NZM,619,641.0
950,11057,2023-10-30 02:14:57.800607,GLG,NZM,619,641.0
350,11057,2023-10-30 02:14:57.800607,GLG,NZM,619,641.0
1365,11057,2023-10-30 02:14:57.800607,GLG,NDLS,627,667.0
960,11057,2023-10-30 02:14:57.800607,GLG,NDLS,627,667.0
355,11057,2023-10-30 02:14:57.800607,GLG,NDLS,627,667.0
1335,11057,2023-10-30 02:14:57.800607,BAQ,NZM,600,624.0
940,11057,2023-10-30 02:14:57.800607,BAQ,NZM,600,624.0
345,11057,2023-10-30 02:14:57.800607,BAQ,NZM,600,624.0
1335,11057,2023-10-30 02:14:57.800607,BAQ,NDLS,608,650.0
940,11057,2023-10-30 02:14:57.800607,BAQ,NDLS,608,650.0
345,11057,2023-10-30 02:14:57.800607,BAQ,NDLS,608,650.0
1290,11057,2023-10-30 02:14:57.800607,MABA,NZM,572,592.0
910,11057,2023-10-30 02:14:57.800607,MABA,NZM,572,592.0
335,11057,2023-10-30 02:14:57.800607,MABA,NZM,572,592.0
1290,11057,2023-10-30 02:14:57.800607,MABA,NDLS,580,618.0
910,11057,2023-10-30 02:14:57.800607,MABA,NDLS,580,618.0
335,11057,2023-10-30 02:14:57.800607,MABA,NDLS,580,618.0
1260,11057,2023-10-30 02:14:57.800607,BINA,NZM,555,564.0
885,11057,2023-10-30 02:14:57.800607,BINA,NZM,555,564.0
325,11057,2023-10-30 02:14:57.800607,BINA,NZM,555,564.0
1280,11057,2023-10-30 02:14:57.800607,BINA,NDLS,563,590.0
895,11057,2023-10-30 02:14:57.800607,BINA,NDLS,563,590.0
330,11057,2023-10-30 02:14:57.800607,BINA,NDLS,563,590.0
1215,11057,2023-10-30 02:14:57.800607,DUA,NZM,520,532.0
855,11057,2023-10-30 02:14:57.800607,DUA,NZM,520,532.0
315,11057,2023-10-30 02:14:57.800607,DUA,NZM,520,532.0
1215,11057,2023-10-30 02:14:57.800607,DUA,NDLS,528,558.0
855,11057,2023-10-30 02:14:57.800607,DUA,NDLS,528,558.0
315,11057,2023-10-30 02:14:57.800607,DUA,NDLS,528,558.0
1120,11057,2023-10-30 02:14:57.800607,LAR,NZM,492,510.0
790,11057,2023-10-30 02:14:57.800607,LAR,NZM,492,510.0
295,11057,2023-10-30 02:14:57.800607,LAR,NZM,492,510.0
1120,11057,2023-10-30 02:14:57.800607,LAR,NDLS,500,536.0
790,11057,2023-10-30 02:14:57.800607,LAR,NDLS,500,536.0
295,11057,2023-10-30 02:14:57.800607,LAR,NDLS,500,536.0
1050,11057,2023-10-30 02:14:57.800607,TBT,NZM,453,480.0
745,11057,2023-10-30 02:14:57.800607,TBT,NZM,453,480.0
275,11057,2023-10-30 02:14:57.800607,TBT,NZM,453,480.0
1070,11057,2023-10-30 02:14:57.800607,TBT,NDLS,461,506.0
755,11057,2023-10-30 02:14:57.800607,TBT,NDLS,461,506.0
280,11057,2023-10-30 02:14:57.800607,TBT,NDLS,461,506.0
1035,11057,2023-10-30 02:14:57.800607,BZY,NZM,440,465.0
730,11057,2023-10-30 02:14:57.800607,BZY,NZM,440,465.0
270,11057,2023-10-30 02:14:57.800607,BZY,NZM,440,465.0
1035,11057,2023-10-30 02:14:57.800607,BZY,NDLS,448,491.0
730,11057,2023-10-30 02:14:57.800607,BZY,NDLS,448,491.0
270,11057,2023-10-30 02:14:57.800607,BZY,NDLS,448,491.0
1000,11057,2023-10-30 02:14:57.800607,BAB,NZM,428,451.0
705,11057,2023-10-30 02:14:57.800607,BAB,NZM,428,451.0
265,11057,2023-10-30 02:14:57.800607,BAB,NZM,428,451.0
1020,11057,2023-10-30 02:14:57.800607,BAB,NDLS,436,477.0
720,11057,2023-10-30 02:14:57.800607,BAB,NDLS,436,477.0
265,11057,2023-10-30 02:14:57.800607,BAB,NDLS,436,477.0
965,11057,2023-10-30 02:14:57.800607,VGLJ,NZM,402,414.0
680,11057,2023-10-30 02:14:57.800607,VGLJ,NZM,402,414.0
250,11057,2023-10-30 02:14:57.800607,VGLJ,NZM,402,414.0
965,11057,2023-10-30 02:14:57.800607,VGLJ,NDLS,410,440.0
680,11057,2023-10-30 02:14:57.800607,VGLJ,NDLS,410,440.0
250,11057,2023-10-30 02:14:57.800607,VGLJ,NDLS,410,440.0
915,11057,2023-10-30 02:14:57.800607,DAA,NZM,378,382.0
645,11057,2023-10-30 02:14:57.800607,DAA,NZM,378,382.0
240,11057,2023-10-30 02:14:57.800607,DAA,NZM,378,382.0
935,11057,2023-10-30 02:14:57.800607,DAA,NDLS,386,408.0
660,11057,2023-10-30 02:14:57.800607,DAA,NDLS,386,408.0
245,11057,2023-10-30 02:14:57.800607,DAA,NDLS,386,408.0
865,11057,2023-10-30 02:14:57.800607,DBA,NZM,347,358.0
610,11057,2023-10-30 02:14:57.800607,DBA,NZM,347,358.0
225,11057,2023-10-30 02:14:57.800607,DBA,NZM,347,358.0
880,11057,2023-10-30 02:14:57.800607,DBA,NDLS,355,384.0
620,11057,2023-10-30 02:14:57.800607,DBA,NDLS,355,384.0
230,11057,2023-10-30 02:14:57.800607,DBA,NDLS,355,384.0
795,11057,2023-10-30 02:14:57.800607,GWL,NZM,305,320.0
560,11057,2023-10-30 02:14:57.800607,GWL,NZM,305,320.0
210,11057,2023-10-30 02:14:57.800607,GWL,NZM,305,320.0
815,11057,2023-10-30 02:14:57.800607,GWL,NDLS,313,346.0
575,11057,2023-10-30 02:14:57.800607,GWL,NDLS,313,346.0
215,11057,2023-10-30 02:14:57.800607,GWL,NDLS,313,346.0
710,11057,2023-10-30 02:14:57.800607,MRA,NZM,267,286.0
505,11057,2023-10-30 02:14:57.800607,MRA,NZM,267,286.0
190,11057,2023-10-30 02:14:57.800607,MRA,NZM,267,286.0
710,11057,2023-10-30 02:14:57.800607,MRA,NDLS,275,312.0
505,11057,2023-10-30 02:14:57.800607,MRA,NDLS,275,312.0
195,11057,2023-10-30 02:14:57.800607,MRA,NDLS,275,312.0
710,11057,2023-10-30 02:14:57.800607,DHO,NZM,239,241.0
505,11057,2023-10-30 02:14:57.800607,DHO,NZM,239,241.0
180,11057,2023-10-30 02:14:57.800607,DHO,NZM,239,241.0
710,11057,2023-10-30 02:14:57.800607,DHO,NDLS,247,267.0
505,11057,2023-10-30 02:14:57.800607,DHO,NDLS,247,267.0
185,11057,2023-10-30 02:14:57.800607,DHO,NDLS,247,267.0
710,11057,2023-10-30 02:14:57.800607,AGC,NZM,187,204.0
505,11057,2023-10-30 02:14:57.800607,AGC,NZM,187,204.0
145,11057,2023-10-30 02:14:57.800607,AGC,NZM,187,204.0
710,11057,2023-10-30 02:14:57.800607,AGC,NDLS,195,230.0
505,11057,2023-10-30 02:14:57.800607,AGC,NDLS,195,230.0
145,11057,2023-10-30 02:14:57.800607,AGC,NDLS,195,230.0
710,11057,2023-10-30 02:14:57.800607,MTJ,NZM,133,139.0
505,11057,2023-10-30 02:14:57.800607,MTJ,NZM,133,139.0
145,11057,2023-10-30 02:14:57.800607,MTJ,NZM,133,139.0
710,11057,2023-10-30 02:14:57.800607,MTJ,NDLS,141,165.0
505,11057,2023-10-30 02:14:57.800607,MTJ,NDLS,141,165.0
145,11057,2023-10-30 02:14:57.800607,MTJ,NDLS,141,165.0
710,11057,2023-10-30 02:14:57.800607,KSV,NZM,92,104.0
505,11057,2023-10-30 02:14:57.800607,KSV,NZM,92,104.0
145,11057,2023-10-30 02:14:57.800607,KSV,NZM,92,104.0
710,11057,2023-10-30 02:14:57.800607,KSV,NDLS,100,130.0
505,11057,2023-10-30 02:14:57.800607,KSV,NDLS,100,130.0
145,11057,2023-10-30 02:14:57.800607,KSV,NDLS,100,130.0
710,11057,2023-10-30 02:14:57.800607,PWL,NZM,49,44.0
505,11057,2023-10-30 02:14:57.800607,PWL,NZM,49,44.0
145,11057,2023-10-30 02:14:57.800607,PWL,NZM,49,44.0
710,11057,2023-10-30 02:14:57.800607,PWL,NDLS,57,70.0
505,11057,2023-10-30 02:14:57.800607,PWL,NDLS,57,70.0
145,11057,2023-10-30 02:14:57.800607,PWL,NDLS,57,70.0
710,11057,2023-10-30 02:14:57.800607,FDB,NZM,20,20.0
505,11057,2023-10-30 02:14:57.800607,FDB,NZM,20,20.0
145,11057,2023-10-30 02:14:57.800607,FDB,NZM,20,20.0
710,11057,2023-10-30 02:14:57.800607,FDB,NDLS,28,46.0
505,11057,2023-10-30 02:14:57.800607,FDB,NDLS,28,46.0
145,11057,2023-10-30 02:14:57.800607,FDB,NDLS,28,46.0
710,11057,2023-10-30 02:14:57.800607,NZM,NDLS,8,26.0
505,11057,2023-10-30 02:14:57.800607,NZM,NDLS,8,26.0
145,11057,2023-10-30 02:14:57.800607,NZM,NDLS,8,26.0
710,11057,2023-10-30 02:14:57.800607,NZM,SZM,12,54.0
505,11057,2023-10-30 02:14:57.800607,NZM,SZM,12,54.0
145,11057,2023-10-30 02:14:57.800607,NZM,SZM,12,54.0
710,11057,2023-10-30 02:14:57.800607,NZM,NUR,35,74.0
505,11057,2023-10-30 02:14:57.800607,NZM,NUR,35,74.0
145,11057,2023-10-30 02:14:57.800607,NZM,NUR,35,74.0
710,11057,2023-10-30 02:14:57.800607,NZM,SNP,52,90.0
505,11057,2023-10-30 02:14:57.800607,NZM,SNP,52,90.0
145,11057,2023-10-30 02:14:57.800607,NZM,SNP,52,90.0
710,11057,2023-10-30 02:14:57.800607,NZM,GNU,68,103.0
505,11057,2023-10-30 02:14:57.800607,NZM,GNU,68,103.0
145,11057,2023-10-30 02:14:57.800607,NZM,GNU,68,103.0
710,11057,2023-10-30 02:14:57.800607,NZM,SMK,80,118.0
505,11057,2023-10-30 02:14:57.800607,NZM,SMK,80,118.0
145,11057,2023-10-30 02:14:57.800607,NZM,SMK,80,118.0
710,11057,2023-10-30 02:14:57.800607,NZM,PNP,97,132.0
505,11057,2023-10-30 02:14:57.800607,NZM,PNP,97,132.0
145,11057,2023-10-30 02:14:57.800607,NZM,PNP,97,132.0
710,11057,2023-10-30 02:14:57.800607,NZM,KUN,131,158.0
